Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr18	48584679	48584858	SMAD4	7313	2.2115153
chr18	48586189	48586326	SMAD4	1728	1.1483945
chr18	48591759	48592011	SMAD4	3716	0.89850403
chr18	48593364	48593571	SMAD4	2273	0.52048861
chr18	48602979	48603166	SMAD4	1251	-0.38542219
chr18	48603654	48603824	SMAD4	1315	0.022102112
chr18	48604604	48604852	SMAD4	3364	0.6429216
chr18	56363495	56363564	MALT1	422	0.44557848
chr18	56363585	56363654	MALT1	476	-0.084324197
chr18	60969569	60970087	BCL2	4785	0.33225426
chr18	60984739	60986316	BCL2	17710	0.63754836
chr18	77108170	77108245	ATP9B	767	0.19590079
chr19	1206890	1207229	STK11	1111	-1.1032781
chr19	1218385	1218525	STK11	514	-1.2649263
chr19	1219295	1219431	STK11	1059	0.18973996
chr19	1220350	1220519	STK11	1030	-0.17863532
chr19	1220550	1220724	STK11	849	-0.37480055
chr19	1221180	1221361	STK11	1111	-0.34639894
chr19	1221905	1222046	STK11	451	-1.0329286
chr19	1222960	1223204	STK11	1093	-0.57085822
chr19	1223610	1225262	STK11	8054	-0.26014327
chr19	1225555	1226679	STK11	3738	-0.98046238
chr19	1227565	1228027	STK11	1595	-1.0238848
chr19	2164140	2164291	DOT1L	848	-0.29080027
chr19	2180660	2180813	DOT1L	677	-0.92319343
chr19	2185810	2185955	DOT1L	445	-1.6035589
chr19	2189690	2189830	DOT1L	380	-1.4914487
chr19	2190975	2191264	DOT1L	1644	-0.26394766
chr19	2193655	2193804	DOT1L	964	-0.33426541
chr19	2194470	2194610	DOT1L	1009	-0.28105393
chr19	2199835	2199973	DOT1L	378	-1.3343981
chr19	2202655	2202811	DOT1L	1418	0.069769643
chr19	2206690	2206831	DOT1L	966	-0.28455307
chr19	2207550	2207686	DOT1L	643	-0.53321201
chr19	2208870	2209019	DOT1L	911	-0.31315806
chr19	2210365	2210542	DOT1L	602	-0.97950847
chr19	2210590	2210874	DOT1L	1008	-0.91938532
chr19	2211065	2211249	DOT1L	870	-0.44948691
chr19	2211715	2211855	DOT1L	544	-0.9802886
chr19	2213505	2213661	DOT1L	717	-0.72862211
chr19	2213825	2214009	DOT1L	493	-1.3413475
chr19	2214440	2214635	DOT1L	838	-0.57616628
chr19	2216255	2216780	DOT1L	1895	-0.95853893
chr19	2216925	2217102	DOT1L	511	-1.2338706
chr19	2217735	2217955	DOT1L	832	-0.81458144
chr19	2220085	2220252	DOT1L	627	-0.82665591
chr19	2221950	2222571	DOT1L	2638	-0.59092155
chr19	2223245	2223500	DOT1L	827	-1.1010799
chr19	2225340	2225477	DOT1L	779	-0.40436081
chr19	2226160	2227140	DOT1L	3996	-0.68887717
chr19	2227700	2229814	DOT1L	12316	0.34333693
chr19	3094620	3094802	GNA11	630	-0.91515048
chr19	3110125	3110366	GNA11	603	-1.4175532
chr19	3113305	3113513	GNA11	783	-0.85173171
chr19	3114915	3115090	GNA11	768	-0.62986161
chr19	3118900	3119070	GNA11	993	-0.29150149
chr19	3119175	3119384	GNA11	922	-0.73873409
chr19	3120965	3121207	GNA11	708	-1.2251412
chr19	4090571	4090737	MAP2K2	861	-0.36743401
chr19	4094401	4094543	MAP2K2	593	-0.74808938
chr19	4095341	4095471	MAP2K2	431	-0.93995233
chr19	4097246	4097392	MAP2K2	183	-2.8502004
chr19	4099176	4099456	MAP2K2	692	-1.3295567
chr19	4100981	4101321	MAP2K2	1252	-0.90838281
chr19	4102331	4102478	MAP2K2	1037	0.02493651
chr19	4102791	4103243	MAP2K2	2197	-0.52840671
chr19	4110481	4110687	MAP2K2	1210	-0.20043907
chr19	4117391	4117663	MAP2K2	1953	0.044573644
chr19	4123751	4123885	MAP2K2	659	-0.39648314
chr19	10597293	10597511	KEAP1	808	-1.1307663
chr19	10599833	10600090	KEAP1	1107	-0.84195107
chr19	10600298	10600551	KEAP1	1844	-0.11833753
chr19	10602228	10602960	KEAP1	5207	0.016944835
chr19	10610048	10610751	KEAP1	2594	-0.98060467
chr19	11094804	11095089	SMARCA4	1198	-0.60637783
chr19	11095924	11096130	SMARCA4	728	-0.99357874
chr19	11096834	11097296	SMARCA4	2707	-0.2005069
chr19	11097554	11097706	SMARCA4	1040	0.0063141351
chr19	11098314	11098493	SMARCA4	858	-0.49310506
chr19	11098519	11098618	SMARCA4	828	0.5034221
chr19	11099959	11100153	SMARCA4	1253	-0.18330137
chr19	11101804	11102020	SMARCA4	859	-0.75396421
chr19	11105479	11105693	SMARCA4	1056	-0.82659845
chr19	11106859	11107037	SMARCA4	667	-1.0660158
chr19	11107114	11107264	SMARCA4	950	-0.33109743
chr19	11113674	11113859	SMARCA4	1371	-0.031689738
chr19	11113969	11114107	SMARCA4	1076	-0.10791664
chr19	11118584	11118723	SMARCA4	880	-0.20722083
chr19	11121024	11121241	SMARCA4	1272	-0.41602393
chr19	11123589	11123811	SMARCA4	1447	-0.26712899
chr19	11129584	11129724	SMARCA4	1007	-0.21070314
chr19	11130244	11130416	SMARCA4	788	-0.75093592
chr19	11132374	11132650	SMARCA4	1393	-0.54690939
chr19	11134169	11134342	SMARCA4	861	-0.64243988
chr19	11134979	11135156	SMARCA4	694	-0.91177041
chr19	11136069	11136213	SMARCA4	1277	0.19079448
chr19	11136924	11137058	SMARCA4	1284	0.49063274
chr19	11138434	11138652	SMARCA4	1919	0.01158113
chr19	11141379	11141588	SMARCA4	889	-0.74762055
chr19	11143934	11144222	SMARCA4	1132	-0.75343036
chr19	11144409	11144550	SMARCA4	569	-0.77445579
chr19	11144764	11144904	SMARCA4	571	-0.93982844
chr19	11145564	11145705	SMARCA4	581	-0.66967647
chr19	11145724	11145837	SMARCA4	542	-0.42739428
chr19	11150109	11150245	SMARCA4	454	-1.4122525
chr19	11151949	11152262	SMARCA4	1349	-0.78680047
chr19	11168904	11169077	SMARCA4	1010	-0.34436975
chr19	11169439	11169576	SMARCA4	806	-0.2823022
chr19	11170404	11170511	SMARCA4	780	-0.01709646
chr19	11170519	11170587	SMARCA4	763	0.55830523
chr19	11170694	11170868	SMARCA4	1125	-0.054347909
chr19	11172399	11172541	SMARCA4	831	-0.25185026
chr19	11258514	11258586	SPC24	457	-0.39041732
chr19	11258599	11258671	SPC24	561	-0.24851914
chr19	13049454	13049597	CALR	1954	1.0278955
chr19	13049924	13050058	CALR	849	-0.41712599
chr19	13050209	13050463	CALR	2183	0.02950906
chr19	13050834	13050977	CALR	822	-0.68180802
chr19	13051034	13051275	CALR	1556	-0.45273373
chr19	13051329	13051496	CALR	1352	0.07196723
chr19	13051524	13051737	CALR	1581	-0.10156381
chr19	13054314	13054459	CALR	1127	-0.19828888
chr19	13054504	13054763	CALR	1499	-0.45716278
chr19	15271439	15272541	NOTCH3	3214	-1.1162965
chr19	15273249	15273386	NOTCH3	842	-0.4042817
chr19	15276144	15276371	NOTCH3	723	-1.2821072
chr19	15276564	15276932	NOTCH3	2072	-0.41178217
chr19	15278034	15278256	NOTCH3	865	-0.88389826
chr19	15280859	15281001	NOTCH3	720	-0.49331706
chr19	15281119	15281400	NOTCH3	1540	-0.2105138
chr19	15281459	15281678	NOTCH3	516	-1.5039332
chr19	15284844	15285232	NOTCH3	1804	-0.51545056
chr19	15288304	15288931	NOTCH3	1852	-1.200075
chr19	15289604	15289789	NOTCH3	892	-0.48466869
chr19	15289814	15290127	NOTCH3	1523	-0.46681089
chr19	15290149	15290325	NOTCH3	831	-0.5705251
chr19	15290849	15291103	NOTCH3	936	-0.86939636
chr19	15291469	15291676	NOTCH3	640	-1.0658021
chr19	15291749	15291995	NOTCH3	770	-1.0597482
chr19	15292364	15292637	NOTCH3	1661	-0.03618646
chr19	15295084	15295298	NOTCH3	762	-1.0094442
chr19	15295689	15295867	NOTCH3	387	-1.6511934
chr19	15296044	15296259	NOTCH3	933	-0.57037057
chr19	15296269	15296527	NOTCH3	633	-1.5653501
chr19	15297664	15297841	NOTCH3	694	-0.96706475
chr19	15297914	15298177	NOTCH3	962	-0.88871842
chr19	15298659	15298842	NOTCH3	1125	-0.12553418
chr19	15299014	15299191	NOTCH3	904	-0.58645623
chr19	15299764	15300017	NOTCH3	1681	-0.053645736
chr19	15300054	15300280	NOTCH3	1579	-0.13375201
chr19	15302209	15302498	NOTCH3	1224	-0.76960765
chr19	15302534	15302702	NOTCH3	978	-0.37484161
chr19	15302739	15303141	NOTCH3	2179	-0.3680108
chr19	15303164	15303375	NOTCH3	1088	-0.32394952
chr19	15308279	15308412	NOTCH3	170	-2.2613624
chr19	15311564	15311686	NOTCH3	154	-2.276391
chr19	15364334	15364633	BRD4	2108	0.015755786
chr19	15364929	15365119	BRD4	797	-0.96426295
chr19	15366084	15366434	BRD4	1487	-0.91679552
chr19	15366844	15366981	BRD4	3095	1.5279169
chr19	15366984	15367089	BRD4	2228	1.4300812
chr19	15367744	15367997	BRD4	1048	-0.74513703
chr19	15374209	15374385	BRD4	778	-0.853071
chr19	15375189	15375615	BRD4	2477	-0.48657777
chr19	15376134	15376484	BRD4	1180	-1.0363948
chr19	15378204	15378382	BRD4	2643	0.8599053
chr19	15379684	15379865	BRD4	1186	-0.27278414
chr19	15383604	15383994	BRD4	2313	-0.42840413
chr19	15391039	15391293	BRD4	804	-1.4149108
chr19	17937523	17937740	JAK3	717	-1.0453363
chr19	17940888	17941066	JAK3	211	-2.4538511
chr19	17941288	17941468	JAK3	624	-1.0435624
chr19	17942013	17942218	JAK3	1115	-0.28131714
chr19	17942453	17942641	JAK3	1154	-0.079585514
chr19	17943293	17943548	JAK3	1744	-0.19420057
chr19	17943568	17943747	JAK3	1195	-0.10374722
chr19	17945353	17945567	JAK3	933	-0.72333122
chr19	17945638	17945847	JAK3	1275	-0.21655454
chr19	17945868	17946047	JAK3	817	-0.55801002
chr19	17946698	17946882	JAK3	617	-1.1917197
chr19	17947908	17948046	JAK3	294	-1.6507919
chr19	17948713	17948888	JAK3	976	-0.49256349
chr19	17949048	17949224	JAK3	800	-0.85337396
chr19	17950253	17950507	JAK3	715	-1.3282973
chr19	17951003	17951182	JAK3	616	-1.1062129
chr19	17952163	17952388	JAK3	989	-0.63673094
chr19	17952423	17952598	JAK3	719	-0.89318701
chr19	17953103	17953446	JAK3	1114	-1.0698197
chr19	17953813	17954019	JAK3	840	-0.62544686
chr19	17954163	17954337	JAK3	530	-1.3545417
chr19	17954563	17954735	JAK3	458	-1.3466446
chr19	17955008	17955261	JAK3	983	-0.81187863
chr19	17958728	17958900	JAK3	802	-0.52571306
chr19	18266654	18267042	PIK3R2	1650	-0.70843446
chr19	18271244	18271388	PIK3R2	1761	0.64960543
chr19	18271674	18271811	PIK3R2	793	-0.22998506
chr19	18271829	18272014	PIK3R2	958	-0.34947663
chr19	18272064	18272338	PIK3R2	780	-1.2162589
chr19	18272744	18272891	PIK3R2	1388	0.3194758
chr19	18272989	18273157	PIK3R2	1375	0.3061867
chr19	18273194	18273342	PIK3R2	887	-0.42516255
chr19	18273754	18273993	PIK3R2	1266	-0.53850563
chr19	18274049	18274227	PIK3R2	1008	-0.45721862
chr19	18276889	18277141	PIK3R2	1255	-0.67301934
chr19	18277914	18278163	PIK3R2	996	-0.7877001
chr19	18279249	18279383	PIK3R2	708	-0.57959461
chr19	18279514	18279724	PIK3R2	1598	0.16053647
chr19	18279874	18280112	PIK3R2	654	-1.2246093
chr19	19256579	19256851	MEF2B	588	-1.5920763
chr19	19257049	19257226	MEF2B	627	-0.90380009
chr19	19257339	19257480	MEF2B	746	-0.36400776
chr19	19257519	19257712	MEF2B	1281	0.023678771
chr19	19257819	19258036	MEF2B	834	-0.75785785
chr19	19258484	19258662	MEF2B	1097	-0.14418511
chr19	19260009	19260259	MEF2B	1463	-0.41219937
chr19	19261444	19261584	MEF2B	1234	0.020812359
chr19	30303402	30303531	CCNE1	626	-0.35316387
chr19	30303557	30303708	CCNE1	1328	0.3392615
chr19	30303827	30303964	CCNE1	1735	0.64103538
chr19	30308012	30308236	CCNE1	2928	0.562129
chr19	30308277	30308468	CCNE1	3060	1.0530161
chr19	30311587	30311789	CCNE1	1113	0.26646619
chr19	30312597	30312748	CCNE1	1884	0.63728996
chr19	30312877	30313054	CCNE1	2769	0.95617177
chr19	30313122	30313296	CCNE1	2827	0.95856773
chr19	30313322	30313542	CCNE1	1970	0.035906093
chr19	30314537	30314718	CCNE1	1534	0.04767272
chr19	33792221	33792769	CEBPA	3884	0.026208258
chr19	33792771	33793010	CEBPA	1392	-0.2158137
chr19	33793011	33793353	CEBPA	1923	-0.30703473
chr19	40739734	40739891	AKT2	766	-0.46377471
chr19	40740929	40741062	AKT2	1026	0.10023276
chr19	40741134	40741282	AKT2	1274	0.2842166
chr19	40741769	40742049	AKT2	1220	-0.58722206
chr19	40742139	40742318	AKT2	1479	0.034981247
chr19	40743844	40744022	AKT2	902	-0.52542754
chr19	40744764	40744911	AKT2	513	-1.0315209
chr19	40745909	40746048	AKT2	499	-0.95245925
chr19	40747809	40747989	AKT2	1196	-0.24890876
chr19	40748419	40748631	AKT2	1129	-0.3172341
chr19	40761039	40761213	AKT2	666	-0.9515155
chr19	40762799	40762980	AKT2	1209	-0.29320189
chr19	40771094	40771285	AKT2	772	-0.92882689
chr19	41512764	41512915	rs3745274	1209	-0.14521461
chr19	41725269	41725405	AXL	869	-0.013274727
chr19	41726514	41726799	AXL	1155	-0.74785309
chr19	41727029	41727164	AXL	968	-0.1036636
chr19	41727759	41727999	AXL	1161	-0.49514576
chr19	41732634	41732734	AXL	260	-1.4745583
chr19	41736834	41736973	AXL	488	-1.2041342
chr19	41737064	41737237	AXL	977	-0.32431778
chr19	41743814	41744094	AXL	1307	-0.49336098
chr19	41744349	41744518	AXL	777	-0.54407855
chr19	41745034	41745256	AXL	1368	-0.30991987
chr19	41745529	41745676	AXL	839	-0.49261165
chr19	41748759	41748940	AXL	1671	0.20366421
chr19	41749494	41749629	AXL	588	-0.86018604
chr19	41754384	41754540	AXL	1189	0.044109377
chr19	41754614	41754753	AXL	845	-0.36981394
chr19	41758229	41758370	AXL	677	-0.82080373
chr19	41758729	41758905	AXL	1437	-0.017521842
chr19	41759479	41759645	AXL	627	-0.99383785
chr19	41762334	41762545	AXL	1442	-0.22705728
chr19	41763369	41763549	AXL	1886	0.37493761
chr19	41765434	41765850	AXL	2445	-0.4288113
chr19	42381330	42381480	CD79A	1153	-0.031903505
chr19	42383035	42383381	CD79A	1222	-0.97316208
chr19	42383580	42383753	CD79A	893	-0.35043201
chr19	42384700	42384831	CD79A	272	-1.8547383
chr19	42384905	42385090	CD79A	950	-0.4283919
chr19	42788805	42788952	CIC	1129	0.14123341
chr19	42790900	42791106	CIC	1194	-0.18364222
chr19	42791195	42791356	CIC	457	-1.2209624
chr19	42791490	42791559	CIC	188	-1.5629251
chr19	42791665	42791879	CIC	1486	-0.0090571064
chr19	42791930	42792002	CIC	683	0.32176562
chr19	42792020	42792161	CIC	659	-0.46041529
chr19	42793005	42793250	CIC	1171	-0.56520879
chr19	42793305	42793384	CIC	970	0.53234821
chr19	42793385	42793604	CIC	2531	0.79033132
chr19	42793975	42794082	CIC	549	-0.45111727
chr19	42794360	42795424	CIC	6418	-0.13444548
chr19	42795490	42795628	CIC	1050	0.18058391
chr19	42795675	42795934	CIC	2638	0.59309806
chr19	42796205	42796398	CIC	1292	0.06725874
chr19	42796430	42796636	CIC	1509	0.2170927
chr19	42796695	42797048	CIC	2150	-0.2146933
chr19	42797075	42797469	CIC	2018	-0.38651839
chr19	42797710	42797995	CIC	1690	-0.12944
chr19	42798065	42798272	CIC	1544	0.20022549
chr19	42798300	42798481	CIC	925	-0.56525414
chr19	42798730	42798907	CIC	2197	0.85840387
chr19	42798940	42799367	CIC	2029	-0.56125734
chr19	44055650	44055804	rs25487	895	-0.21662394
chr19	45854840	45854997	rs13181	494	-1.2777677
chr19	45855450	45855586	rs1052555	1046	0.17555908
chr19	45862390	45862524	rs50872	157	-2.7525794
chr19	45867175	45867320	rs1799793	903	-0.15765125
chr19	45912660	45912737	rs3212986	428	-0.32016868
chr19	45912745	45912817	rs3212986	481	-0.28338417
chr19	45923580	45923725	rs11615	679	-0.79311095
chr19	50902077	50902337	POLD1	1760	0.024569665
chr19	50902592	50902771	POLD1	4946	1.8150821
chr19	50905002	50905211	POLD1	1867	0.46954473
chr19	50905232	50905412	POLD1	2129	0.77845573
chr19	50905437	50905647	POLD1	2237	0.74218136
chr19	50905677	50905814	POLD1	911	-0.039831285
chr19	50905847	50906020	POLD1	1093	-0.0078715319
chr19	50906287	50906505	POLD1	1374	-0.038335185
chr19	50906727	50906859	POLD1	1126	0.2628473
chr19	50909417	50909592	POLD1	1132	-0.098973786
chr19	50909642	50909820	POLD1	1104	-0.14436728
chr19	50910212	50910461	POLD1	1523	-0.1905029
chr19	50910547	50910690	POLD1	523	-0.91963894
chr19	50911957	50912196	POLD1	1104	-0.54645686
chr19	50912357	50912537	POLD1	876	-0.56628332
chr19	50912747	50912956	POLD1	1122	-0.28955129
chr19	50916647	50916794	POLD1	580	-1.0069606
chr19	50916977	50917149	POLD1	1139	-0.0035396933
chr19	50918047	50918290	POLD1	1389	-0.18066133
chr19	50918717	50918885	POLD1	703	-0.68600753
chr19	50918947	50919093	POLD1	721	-0.43760457
chr19	50919627	50919799	POLD1	952	-0.20623257
chr19	50919832	50920019	POLD1	802	-0.64799878
chr19	50920252	50920390	POLD1	807	-0.12703371
chr19	50920402	50920552	POLD1	746	-0.40019639
chr19	50921077	50921224	POLD1	856	-0.25815298
chr19	52693306	52693448	PPP2R1A	753	-0.39666275
chr19	52705171	52705297	PPP2R1A	1294	0.43143455
chr19	52709181	52709333	PPP2R1A	1306	0.086640644
chr19	52714481	52714767	PPP2R1A	2539	0.40833134
chr19	52715911	52716123	PPP2R1A	2895	1.0140124
chr19	52716181	52716395	PPP2R1A	3036	1.0608928
chr19	52719006	52719177	PPP2R1A	1312	0.078437323
chr19	52719221	52719372	PPP2R1A	1270	-0.074200359
chr19	52719756	52719929	PPP2R1A	1100	-0.28525779
chr19	52722911	52723132	PPP2R1A	1776	0.055884171
chr19	52723401	52723549	PPP2R1A	1669	0.30920391
chr19	52724206	52724428	PPP2R1A	1580	-0.14123211
chr19	52725316	52725532	PPP2R1A	2084	0.36247456
chr19	52728941	52729075	PPP2R1A	1176	0.067296932
chr19	52729146	52729288	PPP2R1A	2476	1.0966375
chr19	54377948	54378020	MYADM	1137	0.82525446
chr19	55048013	55048084	KIR3DX1	316	-0.69291118
chr19	57768994	57769067	ZNF805	543	-0.071755218
chr20	271130	271203	C20orf96	330	-0.60611038
chr20	271220	271293	C20orf96	607	-0.087763455
chr20	3778882	3778955	CDC25B	1873	1.537029
chr20	3778977	3779047	CDC25B	1559	1.4106568
chr20	30253728	30253900	BCL2L1	1474	0.13795501
chr20	30301063	30301383	BCL2L1	1836	-0.62747999
chr20	30307848	30307980	BCL2L1	1131	0.065689531
chr20	30308333	30308784	BCL2L1	2122	-0.95933602
chr20	30309433	30310057	BCL2L1	5931	0.24765932
chr20	30946532	30946665	ASXL1	447	-0.92528118
chr20	30954152	30954420	ASXL1	2679	0.45952834
chr20	30956792	30956965	ASXL1	2174	0.59371543
chr20	30959972	30960314	ASXL1	3105	0.24842461
chr20	31015897	31016081	ASXL1	2177	0.51996128
chr20	31016092	31016239	ASXL1	1577	0.25062521
chr20	31017102	31017258	ASXL1	1672	0.3131546
chr20	31017672	31017893	ASXL1	1453	-0.034031588
chr20	31019102	31019314	ASXL1	2327	0.36402047
chr20	31019362	31019499	ASXL1	1870	0.71929618
chr20	31020657	31020824	ASXL1	818	-0.65608526
chr20	31021057	31021753	ASXL1	4571	-0.34269655
chr20	31022212	31025179	ASXL1	19858	0.66595289
chr20	33334653	33334729	NCOA6	839	0.29751725
chr20	33334748	33334813	NCOA6	409	0.43225723
chr20	36012524	36012839	SRC	1050	-1.0004775
chr20	36014444	36014589	SRC	770	-0.65776321
chr20	36022269	36022412	SRC	1323	0.32988423
chr20	36022554	36022688	SRC	659	-0.61104824
chr20	36024539	36024752	SRC	1047	-0.43171533
chr20	36026074	36026294	SRC	1175	-0.29257292
chr20	36028484	36028593	SRC	825	0.14023894
chr20	36028624	36028723	SRC	635	-0.15251059
chr20	36029969	36030116	SRC	897	-0.16259585
chr20	36030814	36031033	SRC	2195	0.5509341
chr20	36031129	36031295	SRC	1564	0.30261496
chr20	36031549	36031790	SRC	1905	0.27942328
chr20	39657641	39657782	TOP1	1660	0.79621592
chr20	39658011	39658142	TOP1	2892	1.6338211
chr20	39690011	39690151	TOP1	437	-1.3487892
chr20	39700876	39702004	TOP1	10075	0.14821866
chr20	39704776	39704952	TOP1	942	-0.2398994
chr20	39706166	39706308	TOP1	1781	0.64658927
chr20	39708691	39708835	TOP1	1076	0.08891405
chr20	39709761	39709921	TOP1	918	-0.039933066
chr20	39713066	39713242	TOP1	1288	0.25563633
chr20	39721076	39721258	TOP1	1904	0.42154894
chr20	39725836	39725998	TOP1	811	-0.53778101
chr20	39726831	39727003	TOP1	785	-0.71034274
chr20	39728671	39728917	TOP1	1093	-0.86599505
chr20	39729816	39730036	TOP1	2137	0.19274678
chr20	39741396	39741608	TOP1	2130	0.22675687
chr20	39742591	39742812	TOP1	1170	-0.73205622
chr20	39743971	39744112	TOP1	744	-0.17367621
chr20	39744891	39745073	TOP1	1578	-0.040545615
chr20	39746781	39746957	TOP1	1192	-0.17828401
chr20	39750306	39750457	TOP1	1207	-0.11045018
chr20	39750616	39750835	TOP1	1850	-0.012348162
chr20	39751811	39751947	TOP1	1500	0.32392027
chr20	43052491	43052634	rs2273618	1232	0.039877354
chr20	44756866	44756934	CD40	938	0.70980102
chr20	44756956	44757019	CD40	903	0.56460162
chr20	54945184	54945428	AURKA	3384	0.77630191
chr20	54945509	54945726	AURKA	2568	0.42167334
chr20	54948429	54948644	AURKA	1179	-0.29556849
chr20	54956454	54956642	AURKA	719	-0.82017638
chr20	54958014	54958266	AURKA	1342	-0.57638337
chr20	54959269	54959414	AURKA	1081	0.83044138
chr20	54961279	54961607	AURKA	3106	0.052168821
chr20	54963154	54963268	AURKA	809	0.17592885
chr20	57415136	57415968	GNAS	5463	-0.054335371
chr20	57416366	57416962	GNAS	4036	-0.0078535818
chr20	57428011	57428219	GNAS	1601	-0.041168026
chr20	57428246	57430416	GNAS	14630	0.56922742
chr20	57464146	57464442	GNAS	1867	-0.086847872
chr20	57466391	57466458	GNAS	179	-1.5489671
chr20	57466466	57466769	GNAS	615	-1.7888154
chr20	57466776	57466943	GNAS	376	-1.5738038
chr20	57467131	57467207	GNAS	612	0.21376155
chr20	57467221	57467287	GNAS	513	-0.040059599
chr20	57470626	57470788	GNAS	824	-0.65456335
chr20	57473936	57474084	GNAS	1391	0.00057721446
chr20	57478566	57478674	GNAS	2188	1.3704761
chr20	57478691	57478876	GNAS	3255	1.1276765
chr20	57480401	57480549	GNAS	993	-0.44710003
chr20	57484166	57484318	GNAS	2468	0.92934827
chr20	57484356	57484497	GNAS	3676	1.5757322
chr20	57484521	57484677	GNAS	4666	1.927542
chr20	57484716	57484897	GNAS	3158	1.1219637
chr20	57484981	57485153	GNAS	1680	0.19254839
chr20	57485351	57485484	GNAS	1959	0.8671234
chr20	57485711	57485920	GNAS	1780	0.017761208
chr21	19651166	19651242	TMPRSS15	344	-0.26679606
chr21	19651256	19651325	TMPRSS15	458	0.11238698
chr21	36164408	36164937	RUNX1	5650	0.63597729
chr21	36171573	36171791	RUNX1	2048	0.11234087
chr21	36193543	36193736	RUNX1	1022	0.025125915
chr21	36193743	36194035	RUNX1	2550	0.0056563181
chr21	36206683	36206922	RUNX1	1948	0.19999977
chr21	36231743	36231893	RUNX1	5366	2.1072875
chr21	36252818	36253041	RUNX1	1795	-0.13780397
chr21	36259113	36259997	RUNX1	7393	0.041190372
chr21	36260003	36260798	RUNX1	6637	-0.098900527
chr21	36260818	36261022	RUNX1	1663	0.30446031
chr21	36261938	36262149	RUNX1	1930	0.42556745
chr21	36265168	36265301	RUNX1	353	-0.68542672
chr21	36421093	36421231	RUNX1	721	-0.75352081
chr21	37507428	37507577	rs8133052	1285	0.32244051
chr21	39751914	39755872	ERG	33728	1.4265905
chr21	39762864	39763003	ERG	871	-0.23222583
chr21	39763534	39763671	ERG	1452	0.24874777
chr21	39764259	39764398	ERG	702	-0.8063101
chr21	39772459	39772592	ERG	1232	0.29141621
chr21	39774444	39774548	ERG	560	-0.55456988
chr21	39775399	39775646	ERG	3948	0.90021191
chr21	39795309	39795523	ERG	3426	0.95957395
chr21	39817299	39817580	ERG	3598	0.62700176
